Player,Season,TeamID,TeamName,FirstName,LastName,AdditionalName,Rk,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dontel Highsmith,2018,1156,Cleveland St,Dontel,Highsmith,,8,26,1,19.5,1.9,4.8,0.40299999999999997,1.6,3.4,0.47700000000000004,0.3,1.4,0.222,0.8,1.1,0.7140000000000001,0.6,1.5,2.2,1.1,0.8,0.1,1.2,1.6,4.9
Evan Clayborne,2018,1156,Cleveland St,Evan,Clayborne,,9,24,1,10.0,1.3,2.6,0.508,1.3,2.6,0.508,0.0,0.0,,0.3,0.8,0.42100000000000004,0.9,1.2,2.1,0.1,0.3,0.7,1.0,2.0,3.0
Derek Sloan,2018,1156,Cleveland St,Derek,Sloan,,10,8,2,7.4,0.3,1.5,0.16699999999999998,0.3,1.4,0.182,0.0,0.1,0.0,0.9,2.0,0.43799999999999994,0.5,1.1,1.6,0.8,0.1,0.3,0.9,1.5,1.4
Shawn Christian Jr.,2018,1156,Cleveland St,Shawn,Christian,Jr.,11,11,0,4.1,0.4,1.6,0.222,0.0,0.3,0.0,0.4,1.4,0.267,0.0,0.0,,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.4,1.1
Terrell Hales,2018,1156,Cleveland St,Terrell,Hales,,12,25,0,8.5,0.4,0.9,0.409,0.4,0.8,0.474,0.0,0.1,0.0,0.2,0.4,0.556,0.6,0.7,1.4,0.4,0.6,0.2,0.3,1.3,0.9
David Payne,2018,1156,Cleveland St,David,Payne,,13,3,0,1.3,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.3,0.0
Tyree Appleby,2019,1156,Cleveland St,Tyree,Appleby,,1,29,29,30.5,5.1,12.1,0.42,2.5,5.5,0.456,2.6,6.6,0.389,4.5,5.8,0.78,0.3,3.4,3.7,5.6,1.4,0.3,3.4,1.7,17.2
Jaalam Hill,2019,1156,Cleveland St,Jaalam,Hill,,2,28,18,26.5,5.0,8.4,0.591,4.6,7.7,0.6,0.4,0.7,0.5,0.9,1.7,0.521,1.9,4.1,6.1,1.3,0.7,1.1,1.6,2.6,11.2
Rashad Williams,2019,1156,Cleveland St,Rashad,Williams,,3,31,9,23.4,3.6,8.8,0.405,0.6,1.6,0.392,2.9,7.2,0.408,0.7,1.0,0.767,0.1,1.7,1.8,0.7,0.6,0.0,1.3,1.5,10.8
Stefan Kenic,2019,1156,Cleveland St,Stefan,Kenic,,4,31,28,23.3,3.1,7.3,0.429,1.8,3.4,0.5479999999999999,1.3,3.9,0.32799999999999996,1.6,2.3,0.7140000000000001,1.0,3.1,4.1,1.4,0.3,0.3,1.5,2.3,9.2
Seth Miliner,2019,1156,Cleveland St,Seth,Miliner,,5,31,30,23.9,2.5,6.3,0.405,1.7,3.6,0.478,0.8,2.6,0.305,1.2,1.7,0.698,1.3,3.4,4.7,1.0,0.6,0.1,0.9,1.9,7.1
Kasheem Thomas,2019,1156,Cleveland St,Kasheem,Thomas,,6,28,17,23.2,1.8,4.6,0.39799999999999996,0.9,2.3,0.385,0.9,2.3,0.413,1.3,1.7,0.745,0.2,2.7,2.9,2.9,0.6,0.0,1.5,1.9,5.8
Al Eichelberger,2019,1156,Cleveland St,Al,Eichelberger,,7,31,12,13.3,1.9,4.2,0.462,1.9,4.2,0.457,0.0,0.0,1.0,1.3,2.5,0.519,1.7,1.5,3.2,0.6,0.4,0.6,1.4,2.0,5.2
